epoch,d_loss,g_loss,epoch_time,params_G(M),params_D(M)
1,-117.83138668921686,74.7253935413976,33.134907245635986,3.576704,2.765568
2,-24.47852131628221,84.6662102976153,24.387200832366943,3.576704,2.765568
3,-25.54699953140751,74.56359371062248,27.099894285202026,3.576704,2.765568
4,-24.7753543238486,68.32572457098192,26.45510506629944,3.576704,2.765568
5,-25.895925767960087,63.34676287251134,26.553369283676147,3.576704,2.765568
6,-26.211880283970988,59.63594719671434,34.10352802276611,3.576704,2.765568
7,-24.993817606279926,52.89709952569777,25.116135358810425,3.576704,2.765568
8,-24.73249626159668,47.641829952116936,23.93499183654785,3.576704,2.765568
9,-24.804102067024477,43.34144247731855,25.667176961898804,3.576704,2.765568
10,-24.067530109036355,40.81688074911794,28.603972911834717,3.576704,2.765568
11,-23.924596601916896,41.532612462197584,38.02120518684387,3.576704,2.765568
12,-22.850234339314124,38.92070339572045,31.981648445129395,3.576704,2.765568
13,-22.714699714414536,40.608065943564135,29.960752248764038,3.576704,2.765568
14,-22.5395378605012,39.66823504048009,32.98391914367676,3.576704,2.765568
15,-21.695391870314076,38.44433987525202,28.247195720672607,3.576704,2.765568
16,-22.022926084456905,39.02656198317005,29.90860152244568,3.576704,2.765568
17,-21.61862447184901,38.048793731197236,28.363762378692627,3.576704,2.765568
18,-21.74566847278226,37.84594997282951,28.22038197517395,3.576704,2.765568
19,-21.91364091442477,37.175261036042244,69.5200879573822,3.576704,2.765568
20,-20.998659749184885,36.679964865407634,63.53576922416687,3.576704,2.765568
21,-22.41719615074896,35.45217052582772,23.938440322875977,3.576704,2.765568
22,-20.67350544468049,34.547847501693234,56.93408703804016,3.576704,2.765568
23,-21.890952910146407,32.950547618250695,150.0755832195282,3.576704,2.765568
24,-23.059807931223222,34.63821448049238,100.02723240852356,3.576704,2.765568
25,-20.532140147301458,34.090868303852695,32.984745502471924,3.576704,2.765568
26,-21.265187048142955,34.09041269363895,33.73440432548523,3.576704,2.765568
27,-18.88191859952865,34.458143357307684,34.648282051086426,3.576704,2.765568
28,-21.54238380924348,34.85530250303207,30.458497047424316,3.576704,2.765568
29,-16.521810870016775,34.48314045321557,35.419230937957764,3.576704,2.765568
30,-19.904130689559445,35.083574541153446,31.53163170814514,3.576704,2.765568
31,-20.715875071863973,37.0880979722546,30.680549144744873,3.576704,2.765568
32,-22.037810787077873,35.608030503795995,30.062580585479736,3.576704,2.765568
33,-22.327453305644372,35.45034833108225,32.9617121219635,3.576704,2.765568
34,-20.461389218607255,37.46479286686067,36.11865186691284,3.576704,2.765568
35,-17.05249804835166,39.01648675241778,29.678014516830444,3.576704,2.765568
36,-19.46221105514034,40.381605086788056,27.700450658798218,3.576704,2.765568
37,-21.15043947773595,41.158448988391505,37.09923458099365,3.576704,2.765568
38,-22.906626393718103,43.046228593395604,35.71626543998718,3.576704,2.765568
39,-20.647351634117864,45.02338470951204,34.37895917892456,3.576704,2.765568
40,-20.85335568458803,45.275863524406184,28.97080636024475,3.576704,2.765568
41,-19.059581787355484,45.756219925418975,32.06832575798035,3.576704,2.765568
42,-21.18455139283211,45.58855770480248,35.71923351287842,3.576704,2.765568
43,-16.32943727124122,48.66598387687437,36.78008723258972,3.576704,2.765568
44,-11.832000563221593,48.10723569316249,35.310917139053345,3.576704,2.765568
45,-17.14236819359564,51.91548316709457,37.05245757102966,3.576704,2.765568
46,-20.427890500714703,54.71716124011624,33.015894174575806,3.576704,2.765568
47,-21.036038306451612,52.453954512073146,32.67386865615845,3.576704,2.765568
48,-20.59516679086993,50.67215224235289,28.330973863601685,3.576704,2.765568
49,-19.481759609714633,52.4169683148784,29.595255374908447,3.576704,2.765568
50,-18.465726267906927,50.99671419205204,31.04039764404297,3.576704,2.765568
