epoch,d_loss,g_loss,epoch_time,params_G(M),params_D(M)
1,0.5879669730693445,4.591444860118299,43.784008264541626,3.576704,2.765568
2,0.5272998998034626,5.110536046202143,26.486756563186646,3.576704,2.765568
3,0.4429260918753706,5.5692124244650865,25.981302738189697,3.576704,2.765568
4,0.3358174701520598,5.667415209906355,25.12212586402893,3.576704,2.765568
5,0.26789256919261245,6.356623723015437,25.967113494873047,3.576704,2.765568
6,0.28059200998503003,6.532990675882249,25.079001665115356,3.576704,2.765568
7,0.2705003940416846,6.257570586468972,25.45395541191101,3.576704,2.765568
8,0.2696750127524376,6.501120449791492,27.278809309005737,3.576704,2.765568
9,0.25895263326310203,6.1408796136991315,27.067249298095703,3.576704,2.765568
10,0.23275095158436654,6.225512084826617,25.721854209899902,3.576704,2.765568
11,0.2658842642017653,6.155092279542424,25.05319619178772,3.576704,2.765568
12,0.22444758744207993,6.356545719634098,25.241052865982056,3.576704,2.765568
13,0.264533968350794,6.018659277204972,24.8692843914032,3.576704,2.765568
14,0.23839777624580374,6.008121201079267,24.849414348602295,3.576704,2.765568
15,0.2601921824990592,5.785361415827015,25.06425905227661,3.576704,2.765568
16,0.2896940133184977,5.372933214818928,25.40194606781006,3.576704,2.765568
17,0.28436401992721455,5.3510554703035975,25.217219591140747,3.576704,2.765568
18,0.2877979971761797,5.264578959624379,25.11413598060608,3.576704,2.765568
19,0.2893059491960954,5.09993262674836,24.96713376045227,3.576704,2.765568
20,0.3067159828492625,4.832994744238872,24.847485542297363,3.576704,2.765568
21,0.34550354002453815,4.925756531871293,24.997355937957764,3.576704,2.765568
22,0.29738682640833297,4.773918470856704,25.0839626789093,3.576704,2.765568
23,0.33915476549402473,4.754133699027757,26.117706298828125,3.576704,2.765568
24,0.282591089048207,4.6751147056053295,25.128883838653564,3.576704,2.765568
25,0.32237027824120584,4.777206319891079,25.202821254730225,3.576704,2.765568
26,0.2824377152608486,4.6174626227816455,25.209468364715576,3.576704,2.765568
27,0.3298822497393311,4.748940130295029,25.0011887550354,3.576704,2.765568
28,0.29456091234543946,4.897417276830588,24.93960976600647,3.576704,2.765568
29,0.25204373441550704,4.854671656932782,25.431565046310425,3.576704,2.765568
30,0.3001800647658915,4.982076387328934,27.812052011489868,3.576704,2.765568
31,0.27658138255422954,4.949478508644617,40.31831431388855,3.576704,2.765568
32,0.24726957461239815,4.842594444770819,29.026002883911133,3.576704,2.765568
33,0.2834014822746819,4.931855405720187,32.82611966133118,3.576704,2.765568
34,0.25832231758131374,5.114603132779845,27.195329904556274,3.576704,2.765568
35,0.24863176140576487,5.063220370813689,25.46255898475647,3.576704,2.765568
36,0.2533885869668575,5.198878296636637,25.542341947555542,3.576704,2.765568
37,0.24978833183498336,5.136235479775831,25.15649962425232,3.576704,2.765568
38,0.21221931353086193,5.148037841698577,25.479150533676147,3.576704,2.765568
39,0.24882420304019084,5.173301289657909,25.489585876464844,3.576704,2.765568
40,0.22034526524454756,5.113334100674384,25.46516227722168,3.576704,2.765568
41,0.2322908858947513,5.293275877394536,25.12201428413391,3.576704,2.765568
42,0.24917419049704015,5.356948962115543,25.595135927200317,3.576704,2.765568
43,0.2288733175830503,5.195925386171793,25.548877954483032,3.576704,2.765568
44,0.20641917800447318,5.326799216096065,25.46269202232361,3.576704,2.765568
45,0.20475666203968962,5.430016939078723,25.93411922454834,3.576704,2.765568
46,0.20449033255656648,5.395402212072732,25.56846523284912,3.576704,2.765568
47,0.2265539977350123,5.25878967152057,25.398908376693726,3.576704,2.765568
48,0.2275932642599036,5.389359999152327,25.341538190841675,3.576704,2.765568
49,0.17874421858408807,5.389851387346905,25.663498878479004,3.576704,2.765568
50,0.23892765582262487,5.598975967630152,26.465641975402832,3.576704,2.765568
