epoch,d_loss,g_loss,epoch_time,params_G(M),params_D(M)
1,-1.4340860601036975,0.7335112740596136,54.96318173408508,3.576704,2.765568
2,-1.4746411842031357,0.7461462164572321,52.45392370223999,3.576704,2.765568
3,-1.4385636271192477,0.7267226846052859,53.97262263298035,3.576704,2.765568
4,-1.455736038298943,0.7332489549970398,58.9019980430603,3.576704,2.765568
5,-1.4539191389504151,0.7297082870291212,52.7260057926178,3.576704,2.765568
6,-1.4335473297307124,0.7312405687780716,29.679789066314697,3.576704,2.765568
7,-1.4150734330790165,0.7135645961388946,29.624813318252563,3.576704,2.765568
8,-1.4621655171116192,0.7414628492716031,30.272961139678955,3.576704,2.765568
9,-1.3907615686647403,0.7089691948360548,29.176497220993042,3.576704,2.765568
10,-1.4257021913161645,0.7066682770621414,29.198915243148804,3.576704,2.765568
11,-1.4040639648834865,0.7141251305165963,32.02510857582092,3.576704,2.765568
12,-1.4246786612157638,0.7140762905279795,34.80361771583557,3.576704,2.765568
13,-1.3990277807490947,0.7002183456594745,34.727118492126465,3.576704,2.765568
14,-1.3925692836443584,0.705512403143355,57.42310929298401,3.576704,2.765568
15,-1.3754201545738256,0.6935416054911911,30.48641324043274,3.576704,2.765568
16,-1.37533909187485,0.6877288034138007,36.40297889709473,3.576704,2.765568
17,-1.3423627245311553,0.6796770757900026,30.763569831848145,3.576704,2.765568
18,-1.364005076006437,0.688353749559237,29.397441148757935,3.576704,2.765568
19,-1.3277537586788337,0.6748577723972117,29.41658663749695,3.576704,2.765568
20,-1.3647610022662542,0.6812737930882483,29.117303371429443,3.576704,2.765568
21,-1.3430906460644343,0.6674497807458138,29.213767290115356,3.576704,2.765568
22,-1.3416435901935284,0.6707831915193356,29.311622858047485,3.576704,2.765568
23,-1.3032395785244613,0.6640899393898554,46.92347002029419,3.576704,2.765568
24,-1.329094634606288,0.6744777176421709,80.16684031486511,3.576704,2.765568
25,-1.3364062391412563,0.6602806612365664,76.7684555053711,3.576704,2.765568
26,-1.3020323858811305,0.662438596586864,72.3845226764679,3.576704,2.765568
27,-1.304307343486028,0.6608058640208,83.56592750549316,3.576704,2.765568
28,-1.2918725112118783,0.658969605819155,78.64280366897583,3.576704,2.765568
29,-1.2914601429723775,0.6581111809071631,79.02990698814392,3.576704,2.765568
30,-1.2888927509387333,0.6490431556430383,75.0447735786438,3.576704,2.765568
31,-1.2903895141222539,0.6482066437124442,61.647987365722656,3.576704,2.765568
32,-1.277870450550929,0.6462338369411345,47.474602937698364,3.576704,2.765568
33,-1.257607622884023,0.6318249809197508,28.73463463783264,3.576704,2.765568
34,-1.254694805217859,0.6237596560072584,28.960322618484497,3.576704,2.765568
35,-1.2613029097899413,0.6327009941510952,32.3873553276062,3.576704,2.765568
36,-1.2475567108545549,0.6316832814019364,29.259645462036133,3.576704,2.765568
37,-1.2353794867029557,0.632983342010098,28.84782910346985,3.576704,2.765568
38,-1.2458284361622272,0.6318218845826311,29.119231939315796,3.576704,2.765568
39,-1.2447221028881195,0.6345742556672448,29.376937866210938,3.576704,2.765568
40,-1.2330353863728352,0.6305547234578393,28.774465084075928,3.576704,2.765568
41,-1.2374111270675292,0.6313196970866277,28.99044895172119,3.576704,2.765568
42,-1.2363081161792462,0.627531026609433,28.82757067680359,3.576704,2.765568
43,-1.2165838222091014,0.6246880018988099,28.794087409973145,3.576704,2.765568
44,-1.2225734216089432,0.6203891565539659,30.36958360671997,3.576704,2.765568
45,-1.2095643436679473,0.6166626469423182,38.49187159538269,3.576704,2.765568
46,-1.198573010854232,0.6052129827917386,34.97681188583374,3.576704,2.765568
47,-1.2042477675355399,0.6150693868119748,30.199427127838135,3.576704,2.765568
48,-1.2004481623761165,0.6042086970096884,30.44814372062683,3.576704,2.765568
49,-1.181657073398431,0.6072394537309614,30.14743208885193,3.576704,2.765568
50,-1.1855143358310063,0.6085746678022238,33.97142148017883,3.576704,2.765568
