epoch,d_loss,g_loss,epoch_time,params_G(M),params_D(M)
1,0.19999683663134538,0.9093791453928595,30.351502418518066,3.576704,2.765568
2,0.1323913352709459,0.5201269675728301,30.009571075439453,3.576704,2.765568
3,0.14442825728548014,0.544754874767323,28.83080506324768,3.576704,2.765568
4,0.1354317424983435,0.5770991705095684,27.933339834213257,3.576704,2.765568
5,0.11492750004754329,0.5875999514829181,25.242948055267334,3.576704,2.765568
6,0.0991053748565813,0.5698107095690451,25.340625762939453,3.576704,2.765568
7,0.10267288892955619,0.5657627101410443,25.033048629760742,3.576704,2.765568
8,0.10173051536474353,0.5622547197748314,25.01793670654297,3.576704,2.765568
9,0.09364105866942912,0.5586829308453809,25.13098645210266,3.576704,2.765568
10,0.08810620477826128,0.5536401336404486,24.979668378829956,3.576704,2.765568
11,0.08477061337501612,0.5331351602123275,25.111008405685425,3.576704,2.765568
12,0.08107553055407372,0.5293060743873617,25.06819748878479,3.576704,2.765568
13,0.08204625957620434,0.513953592795187,24.743085622787476,3.576704,2.765568
14,0.08875979454627454,0.49785799005578024,26.009305953979492,3.576704,2.765568
15,0.0979591089428406,0.48594233958902033,26.80885076522827,3.576704,2.765568
16,0.09844754935121795,0.46082080913070833,26.463765621185303,3.576704,2.765568
17,0.09652629243531927,0.4648772824064336,26.63865876197815,3.576704,2.765568
18,0.09932588485144699,0.44931035747849374,26.1539945602417,3.576704,2.765568
19,0.09588405064923662,0.4446111697317238,27.950318813323975,3.576704,2.765568
20,0.0945435050474277,0.4401486206027022,31.951298236846924,3.576704,2.765568
21,0.09056707130561412,0.44451713709878554,35.52782368659973,3.576704,2.765568
22,0.09246171162572239,0.437087977735538,27.860246658325195,3.576704,2.765568
23,0.09063759614998491,0.4427141193467432,25.254340410232544,3.576704,2.765568
24,0.08944039801600724,0.43962382647315,25.666988611221313,3.576704,2.765568
25,0.08482717620101536,0.4352907074493727,26.309481859207153,3.576704,2.765568
26,0.08224713154108515,0.4426323272736216,25.263458967208862,3.576704,2.765568
27,0.08133300630168253,0.4432870615583757,28.931867599487305,3.576704,2.765568
28,0.07972023327132537,0.44251341592143656,25.68383526802063,3.576704,2.765568
29,0.07409602244445403,0.44258696067882713,24.80126953125,3.576704,2.765568
30,0.07831209700282725,0.4439643398976662,25.07949924468994,3.576704,2.765568
31,0.0701013754340182,0.4538952140721866,26.544853925704956,3.576704,2.765568
32,0.07133110552649377,0.44921291102959315,25.491376161575317,3.576704,2.765568
33,0.07051419540428856,0.4525312083402455,26.436054229736328,3.576704,2.765568
34,0.06828520138522612,0.4499451257145359,26.17513155937195,3.576704,2.765568
35,0.06355072974815258,0.4552364294511408,25.049251317977905,3.576704,2.765568
36,0.06613373430028424,0.4538292661833931,24.795953035354614,3.576704,2.765568
37,0.06346375445230708,0.44803851468920247,26.974935293197632,3.576704,2.765568
38,0.06489991242359375,0.4540635505154557,26.12804627418518,3.576704,2.765568
39,0.060918454483876464,0.4519822394115214,27.972322463989258,3.576704,2.765568
40,0.06369548555697277,0.45020188490422525,25.837554693222046,3.576704,2.765568
41,0.05771902016579876,0.4521922624828568,26.17775011062622,3.576704,2.765568
42,0.05884351339501242,0.4499138735721267,26.68352723121643,3.576704,2.765568
43,0.058905856756591234,0.4520531881901122,26.508636236190796,3.576704,2.765568
44,0.057973550929522166,0.4571704878430055,27.24329447746277,3.576704,2.765568
45,0.05621809370830064,0.45812430412111455,25.7661714553833,3.576704,2.765568
46,0.05729017432101748,0.4578799506155691,25.80403208732605,3.576704,2.765568
47,0.05627657473564301,0.45921588693858717,25.779171228408813,3.576704,2.765568
48,0.05439178029459242,0.4540729141971824,26.541489601135254,3.576704,2.765568
49,0.05327978880811249,0.4555896685271501,25.491451025009155,3.576704,2.765568
50,0.05487256393637913,0.4565640266951312,27.15753436088562,3.576704,2.765568
