epoch,d_loss,g_loss,epoch_time,params_G(M),params_D(M)
1,0.8250416810474088,7.393288235510549,11.172181844711304,3.576704,2.765568
2,0.3965930001389596,9.665288017642114,10.996530055999756,3.576704,2.765568
3,0.5722131248443357,6.801641410396945,7.285168886184692,3.576704,2.765568
4,0.7747287884835274,3.58672970725644,11.593680381774902,3.576704,2.765568
5,0.5608863489281747,4.317597750694521,17.481915712356567,3.576704,2.765568
6,0.39046110453144195,4.770243836987403,15.865201711654663,3.576704,2.765568
7,0.39002849570205134,4.925142995772823,15.406152486801147,3.576704,2.765568
8,1.0085262425484196,3.5339191555976868,16.871446132659912,3.576704,2.765568
9,0.6302887095559028,3.3869675320963704,16.905287265777588,3.576704,2.765568
10,0.5247054393253019,4.052016969650023,16.743269205093384,3.576704,2.765568
11,0.46241774145633946,5.001864725543607,19.213862895965576,3.576704,2.765568
12,0.7139084858279074,4.640210303568071,18.10078477859497,3.576704,2.765568
13,0.6307631019623049,3.617734901366695,18.127310037612915,3.576704,2.765568
14,0.5318038141535174,3.856620773192375,20.098991870880127,3.576704,2.765568
15,0.5396733375326279,4.159471911768759,18.045592069625854,3.576704,2.765568
16,0.5910219963519804,4.386827841881783,16.07974338531494,3.576704,2.765568
17,0.5426549103952223,3.7058881790407243,18.216694593429565,3.576704,2.765568
18,0.7184735055892698,2.9228274322325185,16.814844131469727,3.576704,2.765568
19,0.6782078887185743,3.3020987395317323,17.9452486038208,3.576704,2.765568
20,0.5866562844284119,3.8541648349454327,8.442488670349121,3.576704,2.765568
21,0.6826315945194613,4.033685257357936,8.07286548614502,3.576704,2.765568
22,0.776725031675831,3.761137581640674,10.144983053207397,3.576704,2.765568
23,0.7600460562013811,3.9920518244466474,18.1543972492218,3.576704,2.765568
24,0.49510428597850187,4.10842288694074,23.29912233352661,3.576704,2.765568
25,0.7565641518562071,4.172207732354441,21.80205774307251,3.576704,2.765568
26,0.4986551711636205,3.965845669469526,20.431235790252686,3.576704,2.765568
27,0.6448293410001262,4.510067997440215,20.181110858917236,3.576704,2.765568
28,0.5246055145417491,4.193931856463032,12.80802607536316,3.576704,2.765568
29,0.6213735918844899,4.409561195681172,9.052276849746704,3.576704,2.765568
30,0.574789350071261,4.630841047533097,8.98195767402649,3.576704,2.765568
31,0.6166197422050661,4.250243048514089,16.471644401550293,3.576704,2.765568
32,0.4639826450617083,4.418387639907099,8.354312658309937,3.576704,2.765568
33,0.7122871664262587,4.965663479220483,8.324620485305786,3.576704,2.765568
34,0.4559148857670446,4.378256797790527,7.872239112854004,3.576704,2.765568
35,0.4427895457033188,4.997081295136483,8.22879695892334,3.576704,2.765568
36,0.7139061088523557,4.944344516723387,12.339784860610962,3.576704,2.765568
37,0.3498438216986195,4.8314533310551795,8.318443775177002,3.576704,2.765568
38,0.4269304443751612,5.083869787954515,8.571499109268188,3.576704,2.765568
39,0.5470908260153186,5.56540665318889,12.368871688842773,3.576704,2.765568
40,0.6573186170670294,4.992672608744714,18.31752634048462,3.576704,2.765568
41,0.5897083128652265,5.29431813763034,21.930084943771362,3.576704,2.765568
42,0.6165564449564103,4.828868089183684,14.319565773010254,3.576704,2.765568
43,0.4828981050560551,4.752814085252823,19.647980451583862,3.576704,2.765568
44,0.46791223652901187,5.071074408869589,19.580106258392334,3.576704,2.765568
45,0.5730489963485349,5.149459092847763,15.32761836051941,3.576704,2.765568
46,0.46331715920279104,5.576746379175494,19.786344528198242,3.576704,2.765568
47,0.6886211518318422,5.142566827035719,20.175536632537842,3.576704,2.765568
48,0.6107436634840504,5.20020172672887,21.16448950767517,3.576704,2.765568
49,0.4484040898180777,4.682263797329318,20.548737287521362,3.576704,2.765568
50,0.5859325975179672,5.392884604392513,19.515408277511597,3.576704,2.765568
